Vardas Pavardė ND1 ND2 ND3 ND4 ND5 ND6 ND7 ND8 ND9 ND10 ND11 ND12 ND13 ND14 Egz.
Vardas4605 Pavardė4605 3 9 8 10 5 1 10 0 9 9 7 7 1 6 3
Vardas4606 Pavardė4606 2 3 3 6 8 7 2 3 4 5 2 2 4 2 1
Vardas4607 Pavardė4607 2 4 8 7 8 5 3 1 9 8 8 1 5 4 4
Vardas4608 Pavardė4608 0 5 1 3 2 1 3 10 1 0 4 7 2 9 9
Vardas4609 Pavardė4609 8 10 7 0 6 9 4 6 2 6 9 6 10 3 3
Vardas4610 Pavardė4610 5 4 0 4 6 7 4 0 6 4 2 10 5 2 0
Vardas4611 Pavardė4611 0 1 3 2 0 6 5 9 4 5 7 9 2 0 1
Vardas4612 Pavardė4612 9 0 5 9 5 0 2 2 0 8 3 8 5 8 8
Vardas4613 Pavardė4613 2 6 4 10 0 2 1 3 4 6 6 8 6 7 8
Vardas4614 Pavardė4614 10 9 9 1 8 5 6 9 5 10 9 5 10 6 1
Vardas4615 Pavardė4615 4 8 8 1 6 6 9 0 10 10 4 9 3 5 6
Vardas4616 Pavardė4616 9 4 10 6 10 10 5 5 7 6 2 9 6 2 2
Vardas4617 Pavardė4617 2 9 9 3 0 0 9 0 0 1 9 1 6 9 3
Vardas4618 Pavardė4618 0 0 8 6 7 2 7 9 8 5 1 2 8 0 4
Vardas4619 Pavardė4619 6 3 9 2 6 8 4 9 3 2 7 3 7 3 0
Vardas4620 Pavardė4620 2 7 7 6 6 10 10 7 4 0 3 8 10 2 7
Vardas4621 Pavardė4621 10 6 4 10 10 4 8 2 1 5 10 1 4 2 3
Vardas4622 Pavardė4622 9 2 3 6 6 7 9 6 2 6 10 1 7 3 0
Vardas4623 Pavardė4623 3 4 7 6 2 5 8 4 5 7 7 10 9 9 5
Vardas4624 Pavardė4624 2 5 4 3 1 8 9 2 4 8 0 3 0 1 6
Vardas4625 Pavardė4625 6 5 7 4 9 0 4 3 0 6 2 3 9 5 4
Vardas4626 Pavardė4626 10 6 5 7 2 10 9 1 8 9 3 4 0 9 10
Vardas4627 Pavardė4627 5 9 8 0 7 0 10 0 1 9 2 7 10 0 0
Vardas4628 Pavardė4628 7 4 7 3 6 3 10 6 4 4 1 9 7 4 6
Vardas4629 Pavardė4629 3 9 10 8 5 0 2 8 4 6 4 5 2 6 10
Vardas4630 Pavardė4630 10 3 0 0 6 5 4 5 6 0 8 0 5 8 0
Vardas4631 Pavardė4631 3 4 2 5 5 1 1 5 3 10 2 1 1 2 6
Vardas4632 Pavardė4632 1 9 0 3 7 8 6 8 7 3 8 9 3 2 5
Vardas4633 Pavardė4633 2 0 10 7 9 5 6 3 5 5 4 8 10 2 1
Vardas4634 Pavardė4634 8 6 8 5 1 0 6 4 4 3 8 9 7 0 1
Vardas4635 Pavardė4635 2 4 10 5 2 0 8 0 10 0 0 3 4 6 7
Vardas4636 Pavardė4636 7 9 0 8 9 1 0 5 4 0 9 10 1 6 7
Vardas4637 Pavardė4637 6 3 10 10 6 6 7 8 5 1 6 5 10 6 6
Vardas4638 Pavardė4638 8 2 5 10 5 8 2 6 10 9 3 4 5 0 2
Vardas4639 Pavardė4639 3 7 4 4 4 4 3 5 2 2 7 5 1 4 8
Vardas4640 Pavardė4640 10 2 3 9 0 5 1 2 9 6 4 5 4 1 3
Vardas4641 Pavardė4641 6 1 2 4 6 8 1 3 9 10 10 8 2 4 2
Vardas4642 Pavardė4642 9 8 4 4 6 7 5 6 2 10 6 7 3 5 6
Vardas4643 Pavardė4643 7 5 10 8 9 6 5 5 8 10 5 7 2 6 0
Vardas4644 Pavardė4644 1 0 7 10 1 1 7 9 10 4 8 8 1 2 4
Vardas4645 Pavardė4645 5 0 2 2 5 5 1 5 4 3 7 9 2 4 0
Vardas4646 Pavardė4646 0 10 4 10 8 7 5 0 6 9 9 5 0 8 9
Vardas4647 Pavardė4647 5 6 9 3 0 5 10 8 2 5 9 8 0 1 5
Vardas4648 Pavardė4648 6 5 3 10 9 10 8 10 2 0 8 2 7 7 10
Vardas4649 Pavardė4649 10 6 9 4 3 1 0 3 5 3 6 2 0 1 10
Vardas4650 Pavardė4650 2 4 6 0 7 4 8 0 8 4 0 1 9 2 6
Vardas4651 Pavardė4651 4 8 3 5 7 7 4 2 0 10 2 2 3 1 8
Vardas4652 Pavardė4652 2 3 3 8 9 7 2 5 0 8 2 3 0 2 2
Vardas4653 Pavardė4653 10 3 10 0 5 6 3 10 1 9 8 0 6 5 6
Vardas4654 Pavardė4654 10 7 10 9 8 8 5 4 1 6 6 9 2 4 5
Vardas4655 Pavardė4655 1 7 8 3 5 1 5 6 0 8 2 1 7 9 7
Vardas4656 Pavardė4656 7 9 10 7 4 2 7 4 5 0 5 0 7 7 10
Vardas4657 Pavardė4657 3 10 10 2 6 9 1 10 10 10 5 9 8 10 1
Vardas4658 Pavardė4658 0 4 2 3 8 5 10 9 2 1 0 3 3 3 7
Vardas4659 Pavardė4659 7 5 9 1 4 10 5 10 6 1 2 7 10 8 7
Vardas4660 Pavardė4660 7 4 9 8 10 9 6 2 1 0 4 10 7 5 8
Vardas4661 Pavardė4661 3 1 8 2 7 9 5 6 4 3 8 8 0 8 5
Vardas4662 Pavardė4662 0 2 6 5 9 10 1 5 0 9 8 9 7 6 2
Vardas4663 Pavardė4663 1 8 6 9 1 10 0 5 4 0 4 3 1 8 1
Vardas4664 Pavardė4664 7 2 1 9 8 2 0 2 8 10 2 6 10 4 8
Vardas4665 Pavardė4665 3 6 1 2 9 1 4 1 8 1 9 2 8 10 0
Vardas4666 Pavardė4666 7 5 10 10 4 7 9 5 1 9 4 7 9 8 7
Vardas4667 Pavardė4667 3 1 1 8 9 2 1 0 2 3 0 6 8 10 7
Vardas4668 Pavardė4668 2 8 5 6 4 3 4 2 0 6 10 4 9 2 9
Vardas4669 Pavardė4669 5 6 4 3 2 4 9 7 4 2 1 10 0 5 5
Vardas4670 Pavardė4670 10 8 7 4 9 9 8 10 6 0 7 3 0 2 10
Vardas4671 Pavardė4671 6 9 4 3 1 6 9 9 0 4 8 2 6 7 2
Vardas4672 Pavardė4672 0 6 10 2 4 10 6 0 6 1 1 9 4 6 5
Vardas4673 Pavardė4673 2 9 1 7 0 8 9 7 7 0 8 3 4 2 7
Vardas4674 Pavardė4674 8 9 4 3 7 9 7 10 3 7 1 2 6 2 9
Vardas4675 Pavardė4675 8 7 8 9 5 10 10 10 8 9 8 0 8 2 6
Vardas4676 Pavardė4676 0 4 8 7 0 8 10 4 10 2 7 8 10 0 1
Vardas4677 Pavardė4677 0 3 6 5 10 6 8 4 10 3 8 7 0 0 9
Vardas4678 Pavardė4678 9 7 4 7 10 10 7 8 4 4 8 2 2 10 0
Vardas4679 Pavardė4679 8 1 4 8 0 1 4 9 3 7 9 2 0 2 10
Vardas4680 Pavardė4680 6 4 10 2 7 2 8 8 2 3 5 8 3 0 8
Vardas4681 Pavardė4681 5 6 10 8 0 9 6 7 4 7 9 3 4 6 0
Vardas4682 Pavardė4682 1 5 4 1 4 7 9 5 4 5 7 9 10 8 4
Vardas4683 Pavardė4683 1 6 0 6 3 2 3 1 9 3 8 2 3 0 9
Vardas4684 Pavardė4684 3 4 4 2 1 0 8 8 7 1 3 4 5 0 3
Vardas4685 Pavardė4685 10 6 2 6 0 8 2 7 3 5 0 8 0 10 2
Vardas4686 Pavardė4686 3 0 6 6 7 5 2 5 9 2 9 1 5 1 1
Vardas4687 Pavardė4687 0 0 10 1 3 8 7 9 0 4 2 2 6 5 0
Vardas4688 Pavardė4688 7 4 6 6 9 9 7 0 9 2 0 9 3 8 5
Vardas4689 Pavardė4689 1 6 1 9 7 3 0 0 4 8 8 4 6 4 1
Vardas4690 Pavardė4690 9 6 1 8 5 2 9 2 0 1 7 2 1 7 1
Vardas4691 Pavardė4691 9 3 3 7 0 0 6 6 0 7 5 8 5 10 10
Vardas4692 Pavardė4692 7 7 4 7 4 9 4 8 2 7 7 9 4 0 7
Vardas4693 Pavardė4693 7 1 1 2 10 6 1 10 0 7 3 10 7 0 10
Vardas4694 Pavardė4694 8 7 9 0 6 3 10 3 7 5 3 0 0 8 1
Vardas4695 Pavardė4695 1 2 10 3 5 1 5 9 8 3 8 5 4 4 2
Vardas4696 Pavardė4696 4 9 1 7 8 6 5 9 1 4 8 0 10 10 9
Vardas4697 Pavardė4697 2 10 8 3 9 1 0 5 4 1 6 2 1 0 2
Vardas4698 Pavardė4698 5 3 6 6 10 5 10 10 7 2 9 5 1 0 2
Vardas4699 Pavardė4699 8 4 7 3 3 2 4 3 4 10 10 1 8 1 10
Vardas4700 Pavardė4700 1 8 2 5 8 8 2 0 5 1 3 1 1 5 0
Vardas4701 Pavardė4701 2 4 10 6 8 1 6 7 2 1 5 0 3 1 9
Vardas4702 Pavardė4702 3 1 8 7 0 8 1 2 10 4 1 2 10 8 1
Vardas4703 Pavardė4703 5 7 5 7 6 8 2 9 7 10 9 2 4 2 6
Vardas4704 Pavardė4704 5 6 1 4 2 7 1 10 0 4 9 5 8 3 4
Vardas4705 Pavardė4705 7 1 10 5 9 0 7 5 8 0 0 4 9 2 0
Vardas4706 Pavardė4706 10 1 5 3 8 8 2 10 10 4 4 7 0 6 5
Vardas4707 Pavardė4707 0 3 4 9 8 6 2 1 1 0 5 7 5 3 9
Vardas4708 Pavardė4708 1 0 9 4 0 3 5 5 2 10 3 1 1 3 0
Vardas4709 Pavardė4709 7 5 10 6 10 2 1 3 9 1 7 1 1 5 0
Vardas4710 Pavardė4710 3 6 1 10 1 9 1 7 4 5 5 9 7 6 1
Vardas4711 Pavardė4711 3 10 3 6 7 6 8 4 4 6 8 4 6 9 0
Vardas4712 Pavardė4712 1 4 3 0 3 0 2 2 9 3 8 2 10 3 9
Vardas4713 Pavardė4713 9 1 7 4 10 1 3 0 1 3 7 8 5 6 5
Vardas4714 Pavardė4714 8 0 5 2 9 1 7 6 5 10 6 0 7 1 2
Vardas4715 Pavardė4715 5 3 9 5 0 1 8 3 1 5 7 9 0 10 3
Vardas4716 Pavardė4716 1 6 0 8 10 7 1 9 8 8 4 2 0 6 2
Vardas4717 Pavardė4717 4 7 9 8 8 10 1 10 9 0 1 6 8 6 0
Vardas4718 Pavardė4718 2 9 2 10 0 3 9 4 2 6 8 3 9 5 0
Vardas4719 Pavardė4719 0 5 9 4 10 6 4 7 3 5 5 1 10 7 4
Vardas4720 Pavardė4720 5 7 6 7 0 4 0 4 8 2 4 3 9 1 6
Vardas4721 Pavardė4721 1 6 3 5 10 2 0 4 4 9 9 3 7 9 6
Vardas4722 Pavardė4722 5 0 7 1 10 4 0 8 4 2 6 3 7 5 4
Vardas4723 Pavardė4723 6 4 9 0 2 2 6 7 3 7 10 10 10 2 3
Vardas4724 Pavardė4724 2 2 3 9 6 10 6 9 8 6 1 8 5 1 2
Vardas4725 Pavardė4725 6 3 3 10 1 10 9 5 5 10 9 7 5 7 4
Vardas4726 Pavardė4726 6 4 0 3 7 4 9 2 1 10 2 3 5 5 6
Vardas4727 Pavardė4727 8 2 2 4 6 9 0 10 10 7 6 10 5 10 5
Vardas4728 Pavardė4728 9 3 1 9 10 3 9 3 2 10 6 7 1 3 4
Vardas4729 Pavardė4729 6 4 3 5 8 7 3 7 1 9 4 2 10 5 10
Vardas4730 Pavardė4730 9 8 6 0 3 0 1 9 4 0 9 10 0 0 2
Vardas4731 Pavardė4731 7 4 5 8 4 3 0 8 8 2 5 10 5 2 8
Vardas4732 Pavardė4732 10 8 7 8 3 3 7 1 4 1 4 6 10 1 3
Vardas4733 Pavardė4733 2 7 3 2 7 5 0 4 10 8 5 8 10 6 10
Vardas4734 Pavardė4734 6 10 4 3 9 7 5 2 7 4 6 8 4 6 9
Vardas4735 Pavardė4735 9 0 5 4 2 1 10 9 3 10 4 10 4 3 0
Vardas4736 Pavardė4736 4 8 0 2 8 9 4 0 10 3 7 5 10 2 5
Vardas4737 Pavardė4737 0 5 8 1 3 1 8 10 7 2 9 7 3 10 9
Vardas4738 Pavardė4738 9 7 2 0 3 7 4 5 10 0 7 3 1 8 8
Vardas4739 Pavardė4739 1 0 0 6 8 4 9 4 8 8 1 1 8 5 8
Vardas4740 Pavardė4740 4 1 2 4 9 6 3 10 8 1 4 8 9 2 3
Vardas4741 Pavardė4741 0 9 6 1 5 5 3 5 10 3 3 4 8 4 3
Vardas4742 Pavardė4742 2 0 2 5 7 4 8 5 6 5 9 6 2 5 8
Vardas4743 Pavardė4743 7 9 10 6 9 1 10 5 10 2 0 5 8 1 9
Vardas4744 Pavardė4744 0 0 10 3 5 8 8 5 4 10 10 1 3 3 1
Vardas4745 Pavardė4745 2 4 5 8 3 4 8 9 5 0 8 1 10 8 1
Vardas4746 Pavardė4746 3 2 5 10 1 10 8 2 7 8 4 9 10 6 5
Vardas4747 Pavardė4747 0 8 7 3 9 3 0 0 1 9 6 10 2 0 5
Vardas4748 Pavardė4748 4 1 3 3 0 5 8 6 5 4 10 6 6 0 3
Vardas4749 Pavardė4749 8 8 9 8 1 7 10 10 1 6 7 9 7 4 9
Vardas4750 Pavardė4750 4 6 2 8 6 2 4 1 5 7 6 7 8 2 3
Vardas4751 Pavardė4751 10 7 5 7 10 6 2 8 0 7 8 1 8 1 5
Vardas4752 Pavardė4752 4 9 9 1 0 5 2 5 6 2 0 8 0 7 7
Vardas4753 Pavardė4753 9 7 5 4 10 2 4 0 4 2 0 9 2 0 8
Vardas4754 Pavardė4754 6 4 6 5 10 3 4 6 7 3 6 7 0 8 1
Vardas4755 Pavardė4755 6 4 2 4 5 2 2 3 9 1 8 8 6 6 6
Vardas4756 Pavardė4756 10 8 2 6 5 8 1 3 4 5 10 5 9 5 0
Vardas4757 Pavardė4757 5 2 4 8 7 1 5 6 6 2 2 9 9 2 6
Vardas4758 Pavardė4758 10 4 7 0 0 6 2 5 10 5 0 2 6 3 9
Vardas4759 Pavardė4759 8 8 9 1 3 6 0 10 1 10 5 6 9 1 10
Vardas4760 Pavardė4760 9 1 0 1 3 2 0 7 5 3 10 0 7 7 4
Vardas4761 Pavardė4761 0 5 7 8 9 6 8 2 10 0 7 7 1 10 1
Vardas4762 Pavardė4762 9 7 0 10 10 2 0 0 9 5 10 8 5 7 8
Vardas4763 Pavardė4763 8 8 0 8 2 6 7 0 6 7 4 9 5 3 0
Vardas4764 Pavardė4764 3 4 10 6 4 9 7 6 5 0 8 7 1 2 10
Vardas4765 Pavardė4765 8 3 0 7 7 8 1 8 5 5 2 1 2 0 4
Vardas4766 Pavardė4766 1 0 9 6 2 5 8 2 2 8 2 7 1 0 7
Vardas4767 Pavardė4767 9 7 1 2 10 3 4 0 1 8 7 8 10 6 7
Vardas4768 Pavardė4768 5 5 6 8 0 6 6 1 1 4 6 8 2 1 1
Vardas4769 Pavardė4769 2 6 8 10 5 8 9 6 9 2 9 0 5 4 0
Vardas4770 Pavardė4770 1 6 2 2 10 10 0 2 6 5 10 4 5 5 6
Vardas4771 Pavardė4771 5 4 5 0 0 2 7 2 9 7 9 2 5 9 7
Vardas4772 Pavardė4772 6 2 8 4 6 6 5 6 2 0 2 3 6 7 2
Vardas4773 Pavardė4773 10 8 7 7 5 6 0 6 5 6 1 3 0 1 3
Vardas4774 Pavardė4774 9 5 4 6 5 3 2 5 4 7 2 4 0 1 7
Vardas4775 Pavardė4775 8 3 3 2 5 6 8 8 7 4 2 3 2 9 5
Vardas4776 Pavardė4776 2 4 2 0 5 7 1 9 7 7 10 1 4 6 10
Vardas4777 Pavardė4777 8 2 6 8 9 9 4 0 0 4 0 9 9 10 1
Vardas4778 Pavardė4778 7 10 1 7 2 8 2 1 8 4 1 9 4 2 2
Vardas4779 Pavardė4779 9 2 8 4 6 3 9 5 0 3 0 6 9 1 7
Vardas4780 Pavardė4780 4 3 3 9 5 7 3 6 8 3 1 8 5 2 8
Vardas4781 Pavardė4781 2 4 0 9 2 5 1 9 7 8 6 5 10 7 9
Vardas4782 Pavardė4782 2 10 6 0 10 0 2 4 7 7 0 3 1 4 5
Vardas4783 Pavardė4783 5 4 7 8 10 2 0 1 6 10 0 7 1 8 4
Vardas4784 Pavardė4784 1 2 5 0 10 6 10 0 7 7 6 10 5 3 6
Vardas4785 Pavardė4785 4 4 3 0 8 6 2 0 3 0 1 5 3 2 8
Vardas4786 Pavardė4786 10 8 8 6 9 6 7 0 7 9 3 3 1 5 4
Vardas4787 Pavardė4787 1 4 2 4 10 1 2 9 4 7 10 4 3 0 3
Vardas4788 Pavardė4788 1 3 3 0 3 10 4 2 9 3 4 4 6 0 7
Vardas4789 Pavardė4789 6 8 6 1 3 4 2 4 6 6 9 8 6 4 4
Vardas4790 Pavardė4790 2 8 6 4 7 7 2 3 1 4 0 2 3 8 5
Vardas4791 Pavardė4791 1 1 9 4 3 7 3 6 8 1 7 0 6 7 4
Vardas4792 Pavardė4792 4 7 9 7 7 7 1 8 8 4 0 1 7 2 6
Vardas4793 Pavardė4793 0 9 0 8 4 7 6 5 9 6 10 1 4 9 8
Vardas4794 Pavardė4794 10 8 2 9 3 0 4 2 4 2 5 2 0 3 8
Vardas4795 Pavardė4795 10 6 5 2 9 6 8 7 9 6 8 10 4 3 5
Vardas4796 Pavardė4796 6 3 9 3 6 0 2 8 1 5 7 1 1 8 2
Vardas4797 Pavardė4797 7 1 5 10 5 0 5 5 8 5 1 2 7 10 0
Vardas4798 Pavardė4798 7 0 1 8 9 7 8 6 1 2 1 3 5 5 0
Vardas4799 Pavardė4799 0 3 6 4 0 5 5 10 9 8 10 5 5 4 9
Vardas4800 Pavardė4800 3 0 0 3 9 8 2 4 10 2 5 5 4 9 0
Vardas4801 Pavardė4801 7 2 8 2 10 9 6 7 8 9 7 3 2 1 5
Vardas4802 Pavardė4802 3 1 8 2 3 3 8 8 4 7 9 2 9 1 5
Vardas4803 Pavardė4803 5 9 0 2 2 9 2 4 0 0 4 1 3 10 6
Vardas4804 Pavardė4804 4 1 7 7 7 6 2 5 9 9 5 10 1 7 7
Vardas4805 Pavardė4805 4 9 1 8 10 9 2 9 7 8 9 1 5 0 3
Vardas4806 Pavardė4806 7 8 0 7 10 7 9 3 6 1 7 2 0 6 8
Vardas4807 Pavardė4807 7 1 10 6 0 5 10 9 6 1 8 4 9 3 5
Vardas4808 Pavardė4808 0 7 4 1 5 5 8 7 5 0 1 8 3 8 9
Vardas4809 Pavardė4809 4 0 3 9 4 6 5 10 9 5 8 3 0 3 1
Vardas4810 Pavardė4810 2 8 1 7 10 7 0 9 2 9 8 10 8 1 0
Vardas4811 Pavardė4811 3 6 10 2 10 0 5 4 6 5 10 0 5 1 1
Vardas4812 Pavardė4812 4 8 1 6 4 10 0 9 4 8 1 8 0 1 10
Vardas4813 Pavardė4813 8 4 4 9 1 2 5 10 1 2 3 1 5 2 7
Vardas4814 Pavardė4814 4 7 3 1 5 8 8 5 8 10 4 0 6 0 2
Vardas4815 Pavardė4815 7 3 3 8 5 2 7 8 10 0 0 0 5 1 0
Vardas4816 Pavardė4816 5 7 6 7 3 10 7 9 2 7 6 3 3 5 1
Vardas4817 Pavardė4817 5 10 3 8 10 3 10 5 8 8 10 3 4 6 6
Vardas4818 Pavardė4818 3 9 3 2 3 8 4 10 0 9 10 1 3 7 2
Vardas4819 Pavardė4819 6 9 8 5 4 6 3 0 10 0 1 9 3 2 2
Vardas4820 Pavardė4820 3 3 0 8 6 4 3 3 1 6 8 3 1 8 6
Vardas4821 Pavardė4821 6 9 8 4 8 2 9 7 7 5 3 7 2 2 3
Vardas4822 Pavardė4822 9 8 3 8 0 3 9 8 10 1 3 5 3 5 9
Vardas4823 Pavardė4823 2 3 10 7 2 6 5 7 7 2 1 9 0 4 0
Vardas4824 Pavardė4824 10 3 3 3 4 3 7 3 9 8 10 6 8 8 6
Vardas4825 Pavardė4825 0 4 10 9 4 0 1 0 1 5 3 10 9 3 7
Vardas4826 Pavardė4826 2 3 7 3 8 4 3 10 5 5 4 6 5 9 7
Vardas4827 Pavardė4827 6 1 5 5 0 0 0 9 5 7 6 8 4 1 3
Vardas4828 Pavardė4828 5 9 1 1 8 6 2 2 2 4 9 2 6 9 4
Vardas4829 Pavardė4829 3 4 9 9 10 8 0 3 9 6 9 8 4 8 1
Vardas4830 Pavardė4830 5 8 9 10 9 3 5 5 10 5 1 4 1 0 9
Vardas4831 Pavardė4831 0 9 6 3 3 1 8 2 5 2 10 10 10 4 8
Vardas4832 Pavardė4832 9 0 2 10 7 1 4 0 7 0 8 10 10 6 7
Vardas4833 Pavardė4833 6 6 5 3 0 5 7 9 2 3 6 2 6 8 4
Vardas4834 Pavardė4834 9 2 9 7 8 3 8 4 7 6 9 6 8 3 8
Vardas4835 Pavardė4835 4 10 7 7 7 0 5 8 4 3 0 1 8 10 10
Vardas4836 Pavardė4836 10 3 9 1 4 4 5 7 9 6 4 4 4 6 9
Vardas4837 Pavardė4837 5 1 8 1 10 0 1 7 7 5 8 3 6 6 6
Vardas4838 Pavardė4838 7 6 0 9 9 5 7 7 7 7 0 8 2 7 3
Vardas4839 Pavardė4839 1 9 3 9 1 6 7 9 3 1 4 9 10 1 9
Vardas4840 Pavardė4840 5 5 10 10 2 2 4 5 10 2 6 4 7 1 2
Vardas4841 Pavardė4841 10 3 2 0 10 4 2 6 6 5 6 10 6 9 10
Vardas4842 Pavardė4842 5 5 9 8 1 6 5 0 10 5 8 2 7 7 4
Vardas4843 Pavardė4843 3 9 8 9 8 9 3 1 8 2 10 8 9 2 3
Vardas4844 Pavardė4844 1 7 7 4 2 1 6 2 7 1 0 1 0 1 9
Vardas4845 Pavardė4845 7 6 5 10 1 0 7 4 10 2 4 5 8 4 1
Vardas4846 Pavardė4846 1 8 10 8 1 5 9 9 5 7 10 9 10 6 4
Vardas4847 Pavardė4847 0 4 7 6 9 10 4 0 1 5 0 4 7 1 8
Vardas4848 Pavardė4848 6 1 0 1 5 8 2 1 7 4 4 8 6 8 1
Vardas4849 Pavardė4849 7 4 9 7 8 3 4 8 9 0 10 8 10 0 8
Vardas4850 Pavardė4850 6 10 5 6 10 7 4 0 5 1 7 5 3 5 3
Vardas4851 Pavardė4851 10 9 9 2 4 5 5 5 9 8 1 8 0 0 3
Vardas4852 Pavardė4852 4 0 5 0 7 8 10 10 4 9 10 0 10 4 7
Vardas4853 Pavardė4853 10 9 6 6 2 5 3 3 1 4 9 7 6 0 8
Vardas4854 Pavardė4854 10 7 4 1 5 4 9 2 2 2 5 3 1 0 10
Vardas4855 Pavardė4855 8 5 2 4 5 5 5 1 10 9 4 0 10 9 0
Vardas4856 Pavardė4856 8 9 3 8 8 0 8 1 0 0 7 3 8 1 2
Vardas4857 Pavardė4857 7 2 2 0 7 10 4 10 8 2 8 3 8 3 4
Vardas4858 Pavardė4858 10 0 2 3 7 4 8 5 4 5 3 0 5 8 8
Vardas4859 Pavardė4859 3 5 4 9 10 5 4 2 0 9 9 9 8 8 1
Vardas4860 Pavardė4860 8 4 4 9 9 5 8 3 5 10 3 8 0 1 5
Vardas4861 Pavardė4861 6 1 3 1 1 7 8 9 1 7 7 10 3 7 3
Vardas4862 Pavardė4862 0 2 7 0 6 9 5 1 0 6 9 7 2 6 0
Vardas4863 Pavardė4863 3 9 4 6 5 4 1 0 3 2 2 5 7 9 0
Vardas4864 Pavardė4864 4 9 1 1 10 1 9 6 9 3 0 4 1 10 3
Vardas4865 Pavardė4865 4 9 5 3 3 2 4 1 8 6 0 7 3 5 2
Vardas4866 Pavardė4866 1 7 10 3 0 8 2 3 8 9 1 4 4 9 8
Vardas4867 Pavardė4867 10 2 10 7 7 8 4 5 10 8 6 7 3 1 2
Vardas4868 Pavardė4868 3 0 6 4 6 1 5 1 9 3 5 0 7 1 8
Vardas4869 Pavardė4869 1 7 4 0 8 9 7 1 9 8 2 1 9 7 2
Vardas4870 Pavardė4870 8 7 2 2 4 10 3 10 3 7 0 4 4 4 10
Vardas4871 Pavardė4871 7 1 8 5 0 3 0 7 6 4 9 8 10 7 4
Vardas4872 Pavardė4872 6 10 3 5 3 4 6 8 2 5 4 6 8 8 8
Vardas4873 Pavardė4873 4 8 5 4 1 5 5 0 5 10 5 0 8 4 10
Vardas4874 Pavardė4874 9 8 7 10 9 9 2 9 3 10 8 3 7 2 3
Vardas4875 Pavardė4875 7 10 3 1 3 8 7 0 1 7 1 6 0 0 1
Vardas4876 Pavardė4876 1 5 1 10 7 5 1 9 6 0 2 10 0 0 7
Vardas4877 Pavardė4877 0 1 10 0 1 2 2 6 0 9 2 2 10 7 7
Vardas4878 Pavardė4878 10 3 9 1 0 6 3 8 1 6 5 1 6 10 4
Vardas4879 Pavardė4879 6 2 8 1 2 3 2 5 8 2 1 4 10 1 6
Vardas4880 Pavardė4880 7 1 8 10 6 10 10 10 8 4 6 2 9 2 0
Vardas4881 Pavardė4881 7 1 3 10 1 1 4 7 6 7 7 0 7 10 2
Vardas4882 Pavardė4882 2 9 10 3 10 0 10 0 2 8 1 3 4 4 2
Vardas4883 Pavardė4883 2 8 5 1 1 6 7 4 8 6 9 4 2 2 5
Vardas4884 Pavardė4884 6 8 0 6 6 7 3 1 0 3 3 6 10 9 1
Vardas4885 Pavardė4885 4 0 7 2 5 2 10 8 3 1 6 10 3 10 8
Vardas4886 Pavardė4886 0 9 0 3 2 10 4 10 3 2 0 4 5 4 8
Vardas4887 Pavardė4887 8 7 8 5 2 8 0 4 10 10 2 3 0 10 8
Vardas4888 Pavardė4888 6 3 8 6 6 4 1 8 8 1 5 4 6 9 0
Vardas4889 Pavardė4889 8 9 0 7 3 0 3 7 4 0 2 10 1 5 2
Vardas4890 Pavardė4890 4 5 9 10 5 1 5 2 6 5 9 8 5 7 2
Vardas4891 Pavardė4891 2 4 10 0 10 8 7 6 2 10 1 10 6 0 5
Vardas4892 Pavardė4892 10 9 6 6 3 2 5 7 6 10 7 2 6 3 9
Vardas4893 Pavardė4893 2 10 7 4 8 7 3 7 7 9 10 2 7 8 6
Vardas4894 Pavardė4894 8 5 6 7 2 8 1 0 9 6 3 6 4 5 9
Vardas4895 Pavardė4895 0 0 3 9 2 7 6 5 1 10 4 3 3 4 10
Vardas4896 Pavardė4896 2 9 8 2 3 1 5 0 4 6 5 3 2 1 7
Vardas4897 Pavardė4897 5 6 5 5 5 3 10 0 4 1 8 1 8 2 5
Vardas4898 Pavardė4898 9 5 10 6 4 3 5 8 10 3 6 4 7 5 1
Vardas4899 Pavardė4899 1 2 1 3 2 6 0 9 7 0 8 7 1 9 9
Vardas4900 Pavardė4900 1 7 4 3 1 2 10 4 4 5 8 9 2 5 3
Vardas4901 Pavardė4901 9 9 3 2 7 5 5 9 7 5 10 4 9 4 1
Vardas4902 Pavardė4902 6 10 1 6 5 2 5 5 10 9 10 6 7 8 1
Vardas4903 Pavardė4903 10 5 0 9 9 2 3 8 8 5 0 9 1 3 5
Vardas4904 Pavardė4904 7 0 8 3 10 4 10 4 8 6 7 5 5 10 6
Vardas4905 Pavardė4905 5 4 5 0 0 3 1 2 4 3 6 10 7 5 7
Vardas4906 Pavardė4906 9 9 0 10 8 5 1 4 10 9 3 0 5 1 8
Vardas4907 Pavardė4907 1 0 3 2 0 1 9 10 1 9 3 3 5 6 8
Vardas4908 Pavardė4908 5 9 1 2 7 9 2 8 0 5 4 0 3 6 7
Vardas4909 Pavardė4909 7 5 10 1 8 3 10 3 2 7 9 10 8 10 9
Vardas4910 Pavardė4910 4 1 0 4 10 10 4 2 4 10 7 6 5 9 1
Vardas4911 Pavardė4911 4 4 0 7 6 3 5 1 7 9 6 5 10 1 1
Vardas4912 Pavardė4912 1 4 9 7 5 4 5 1 6 7 6 6 5 2 8
Vardas4913 Pavardė4913 2 8 10 0 4 7 6 5 2 7 3 2 0 8 1
