Vardas Pavardė ND1 ND2 ND3 ND4 ND5 ND6 ND7 ND8 ND9 ND10 ND11 ND12 ND13 ND14 Egz.
Vardas646 Pavardė646 6 10 4 2 1 9 4 9 3 8 9 9 5 0 9
Vardas647 Pavardė647 5 5 8 4 7 10 3 10 3 4 0 6 9 2 8
Vardas648 Pavardė648 5 9 10 1 6 8 9 10 4 9 1 8 7 1 7
Vardas649 Pavardė649 8 2 5 4 7 8 3 4 4 6 10 7 7 5 9
Vardas650 Pavardė650 4 1 8 9 6 2 4 5 6 5 10 8 4 1 10
Vardas651 Pavardė651 5 9 1 0 8 9 7 9 6 5 0 5 9 7 3
Vardas652 Pavardė652 3 8 6 1 2 2 6 8 1 0 2 3 9 9 9
Vardas653 Pavardė653 7 8 2 9 5 5 7 2 4 2 1 9 6 0 8
Vardas654 Pavardė654 0 10 0 5 5 10 7 5 3 1 10 1 6 9 1
Vardas655 Pavardė655 4 2 3 10 5 0 3 8 0 5 2 3 6 10 9
Vardas656 Pavardė656 4 7 4 6 5 3 1 0 0 7 8 1 6 0 3
Vardas657 Pavardė657 5 4 1 8 0 1 3 0 5 5 2 1 1 1 1
Vardas658 Pavardė658 5 3 10 1 3 4 10 10 10 7 2 2 6 5 6
Vardas659 Pavardė659 0 4 9 10 2 2 1 8 4 1 7 2 7 0 6
Vardas660 Pavardė660 8 0 6 10 4 7 0 4 7 5 9 6 10 8 3
Vardas661 Pavardė661 10 0 4 4 1 8 10 1 8 7 6 1 6 1 2
Vardas662 Pavardė662 5 9 8 2 2 3 5 6 3 0 4 2 4 3 3
Vardas663 Pavardė663 4 7 5 0 8 1 5 6 1 9 2 6 2 1 4
Vardas664 Pavardė664 2 0 6 6 3 7 3 7 6 1 7 7 10 9 6
Vardas665 Pavardė665 8 5 5 0 2 2 0 1 2 9 9 8 2 0 8
Vardas666 Pavardė666 9 9 0 9 2 1 5 9 6 10 8 2 2 7 5
Vardas667 Pavardė667 2 7 5 4 8 10 2 9 10 1 6 10 6 4 8
Vardas668 Pavardė668 3 6 3 4 0 5 6 4 10 5 2 3 7 9 6
Vardas669 Pavardė669 7 2 0 7 6 1 4 2 7 1 9 6 1 6 1
Vardas670 Pavardė670 2 10 1 4 3 0 2 1 6 10 3 0 9 0 2
Vardas671 Pavardė671 6 1 4 7 8 6 1 2 6 0 10 9 0 3 4
Vardas672 Pavardė672 5 5 3 2 1 3 7 1 5 5 2 8 5 6 4
Vardas673 Pavardė673 5 1 2 0 6 5 7 6 1 3 3 10 3 4 8
Vardas674 Pavardė674 6 10 9 4 2 5 9 0 0 1 1 4 3 8 7
Vardas675 Pavardė675 1 4 10 8 8 8 0 9 0 7 8 4 7 4 5
Vardas676 Pavardė676 3 10 2 6 9 5 1 7 1 1 5 6 9 3 10
Vardas677 Pavardė677 0 2 9 10 2 4 10 5 7 5 6 8 5 4 0
Vardas678 Pavardė678 8 10 3 3 3 0 2 10 3 7 8 1 3 10 0
Vardas679 Pavardė679 7 10 7 7 4 4 5 9 4 5 6 3 5 0 5
Vardas680 Pavardė680 7 2 4 4 2 9 7 3 6 3 10 6 4 1 7
Vardas681 Pavardė681 1 10 6 0 10 10 3 7 0 9 4 9 10 7 2
Vardas682 Pavardė682 10 5 9 4 5 5 4 9 3 4 9 4 3 7 1
Vardas683 Pavardė683 3 7 6 3 2 1 0 9 0 2 1 6 5 0 10
Vardas684 Pavardė684 3 5 10 8 5 0 5 4 10 8 0 3 3 5 5
Vardas685 Pavardė685 2 8 8 4 5 9 3 0 6 9 0 10 10 3 5
Vardas686 Pavardė686 9 8 3 6 5 4 9 10 8 9 7 8 9 6 4
Vardas687 Pavardė687 0 7 5 2 1 2 6 0 9 4 10 1 2 1 5
Vardas688 Pavardė688 4 7 7 1 0 7 6 7 10 3 3 9 3 10 4
Vardas689 Pavardė689 0 6 10 9 10 7 1 9 2 7 3 10 9 6 7
Vardas690 Pavardė690 5 10 8 6 4 2 9 10 9 10 1 7 3 9 10
Vardas691 Pavardė691 4 6 3 9 6 2 2 3 1 6 4 8 2 3 10
Vardas692 Pavardė692 0 3 5 1 2 10 2 8 6 2 2 7 2 10 1
Vardas693 Pavardė693 8 8 5 1 8 1 3 7 9 9 7 1 3 5 7
Vardas694 Pavardė694 3 10 7 8 8 7 0 2 0 6 10 2 3 5 9
Vardas695 Pavardė695 2 7 2 3 0 8 3 10 0 4 8 10 8 10 4
Vardas696 Pavardė696 5 9 5 9 7 3 5 8 6 0 9 3 2 7 1
Vardas697 Pavardė697 0 2 0 4 4 1 4 0 2 5 2 2 6 7 5
Vardas698 Pavardė698 3 0 2 9 4 7 7 6 4 0 5 0 7 9 8
Vardas699 Pavardė699 10 10 8 7 5 0 1 4 0 10 4 6 3 1 4
Vardas700 Pavardė700 2 7 8 8 7 5 6 4 3 9 7 8 4 8 4
Vardas701 Pavardė701 2 1 3 5 9 6 5 8 8 9 8 8 8 2 3
Vardas702 Pavardė702 0 1 10 0 6 3 10 3 6 2 9 9 9 10 6
Vardas703 Pavardė703 7 10 5 0 10 6 1 7 10 5 1 2 9 3 2
Vardas704 Pavardė704 7 6 8 0 5 3 2 2 5 9 10 4 2 7 10
Vardas705 Pavardė705 10 2 10 2 8 6 10 7 6 0 6 4 0 8 10
Vardas706 Pavardė706 1 6 10 7 2 1 10 7 10 5 8 4 1 4 0
Vardas707 Pavardė707 0 8 10 8 7 9 4 9 9 1 2 7 7 2 4
Vardas708 Pavardė708 5 7 7 5 9 5 2 9 0 3 9 10 4 3 5
Vardas709 Pavardė709 4 7 4 1 7 10 5 9 7 6 5 9 5 0 9
Vardas710 Pavardė710 0 2 2 7 5 7 4 4 4 6 4 6 6 7 7
Vardas711 Pavardė711 4 5 3 4 3 5 3 8 5 10 0 0 3 10 4
Vardas712 Pavardė712 7 2 7 6 5 2 1 9 3 2 9 8 4 2 0
Vardas713 Pavardė713 6 5 9 6 5 10 0 10 9 1 1 9 0 5 8
Vardas714 Pavardė714 0 8 5 9 10 6 2 4 8 0 9 8 10 0 9
Vardas715 Pavardė715 10 7 1 6 10 9 9 8 6 10 6 6 9 2 3
Vardas716 Pavardė716 8 9 6 6 4 6 7 7 6 4 2 2 6 6 6
Vardas717 Pavardė717 1 6 6 2 2 3 7 9 1 3 10 3 7 6 8
Vardas718 Pavardė718 8 6 4 8 9 8 9 2 9 1 0 10 6 6 3
Vardas719 Pavardė719 1 3 6 10 5 2 7 8 1 8 2 4 10 3 9
Vardas720 Pavardė720 1 3 1 7 7 4 3 8 0 1 10 4 1 9 4
Vardas721 Pavardė721 0 7 6 8 6 2 8 4 6 10 9 8 1 10 2
Vardas722 Pavardė722 9 1 0 1 10 5 6 5 3 7 10 1 8 1 6
Vardas723 Pavardė723 7 7 2 10 4 7 9 2 9 3 9 0 7 3 0
Vardas724 Pavardė724 0 2 4 6 6 4 9 0 0 4 10 10 3 1 2
Vardas725 Pavardė725 10 5 8 1 3 4 0 4 4 4 7 5 9 7 8
Vardas726 Pavardė726 3 2 1 3 6 5 2 3 2 4 2 8 8 10 2
Vardas727 Pavardė727 5 6 6 2 4 6 10 7 10 7 8 2 10 2 6
Vardas728 Pavardė728 6 6 10 8 10 7 6 10 7 7 8 9 4 8 8
Vardas729 Pavardė729 3 2 9 10 8 1 8 6 5 5 3 9 8 5 4
Vardas730 Pavardė730 3 6 9 1 5 2 0 2 1 6 8 8 8 7 5
Vardas731 Pavardė731 5 3 6 7 5 6 7 10 6 2 9 10 9 4 9
Vardas732 Pavardė732 4 7 9 1 4 7 10 1 8 9 6 7 6 7 9
Vardas733 Pavardė733 1 0 9 3 7 5 5 1 1 4 8 7 5 2 9
Vardas734 Pavardė734 10 6 9 0 7 0 8 6 4 9 1 4 4 9 5
Vardas735 Pavardė735 6 5 8 5 7 3 2 7 9 2 4 10 0 10 7
Vardas736 Pavardė736 6 6 8 4 5 6 6 5 5 9 8 2 9 2 8
Vardas737 Pavardė737 7 2 2 9 1 8 7 1 2 4 5 3 7 6 6
Vardas738 Pavardė738 3 10 8 10 1 9 10 5 5 8 6 8 2 10 5
Vardas739 Pavardė739 8 3 0 1 3 5 10 6 1 10 8 0 10 9 2
Vardas740 Pavardė740 1 0 8 7 9 10 6 9 9 8 3 1 10 0 6
Vardas741 Pavardė741 10 1 4 10 6 5 6 7 10 5 5 6 10 5 10
Vardas742 Pavardė742 4 3 3 4 3 7 7 3 4 10 7 10 5 9 9
Vardas743 Pavardė743 3 10 0 5 10 2 5 4 1 7 10 9 10 5 9
Vardas744 Pavardė744 3 4 2 8 1 5 10 5 7 7 8 1 4 7 2
Vardas745 Pavardė745 9 8 0 10 4 5 5 3 5 3 6 8 10 2 4
Vardas746 Pavardė746 2 0 9 1 8 10 6 5 9 1 2 1 10 5 8
Vardas747 Pavardė747 4 10 2 5 10 7 1 3 9 5 1 10 6 2 10
Vardas748 Pavardė748 5 8 1 4 3 7 5 6 4 9 7 3 2 4 2
Vardas749 Pavardė749 10 4 4 5 0 0 8 10 5 10 5 8 1 10 5
Vardas750 Pavardė750 1 1 0 8 7 0 4 3 5 5 1 2 6 4 8
Vardas751 Pavardė751 1 8 10 4 9 2 8 2 1 5 8 2 10 5 1
Vardas752 Pavardė752 7 8 10 6 8 9 2 1 6 4 3 5 8 9 1
Vardas753 Pavardė753 0 7 7 8 4 6 5 1 7 7 3 1 3 7 5
Vardas754 Pavardė754 6 4 0 3 5 9 5 5 2 6 0 9 0 7 1
Vardas755 Pavardė755 1 7 9 6 5 3 10 8 4 6 3 0 6 6 9
Vardas756 Pavardė756 4 2 4 5 9 2 0 2 9 9 9 8 9 10 0
Vardas757 Pavardė757 10 9 10 5 8 1 5 5 0 3 0 3 1 8 3
Vardas758 Pavardė758 6 8 5 2 6 9 10 2 7 1 10 10 6 2 5
Vardas759 Pavardė759 10 3 6 2 3 8 5 0 10 4 10 4 10 6 0
Vardas760 Pavardė760 2 9 8 9 3 1 6 5 10 0 4 2 9 9 4
Vardas761 Pavardė761 1 6 9 1 7 0 10 10 1 5 4 0 8 6 5
Vardas762 Pavardė762 2 3 5 7 10 10 6 10 0 8 1 0 3 2 0
Vardas763 Pavardė763 1 9 2 0 9 8 8 3 4 0 7 7 7 4 9
Vardas764 Pavardė764 5 9 4 4 2 10 6 10 0 8 2 10 10 8 3
Vardas765 Pavardė765 10 0 6 0 2 8 6 1 2 3 1 6 5 1 1
Vardas766 Pavardė766 6 2 4 10 8 7 8 3 3 8 8 2 8 8 0
Vardas767 Pavardė767 1 3 2 10 5 0 5 2 8 4 5 2 5 3 6
Vardas768 Pavardė768 6 4 3 8 3 8 6 7 2 0 6 5 0 6 9
Vardas769 Pavardė769 3 1 5 4 1 6 1 10 3 8 8 5 3 0 5
Vardas770 Pavardė770 7 5 10 3 8 6 9 0 3 0 6 3 1 3 1
Vardas771 Pavardė771 6 1 8 3 4 4 6 5 9 1 3 3 2 5 2
Vardas772 Pavardė772 1 2 6 5 3 2 6 6 4 2 2 5 4 0 3
Vardas773 Pavardė773 5 2 4 6 4 9 9 0 9 8 4 5 7 6 8
Vardas774 Pavardė774 5 3 10 3 3 4 1 8 7 1 1 7 8 9 0
Vardas775 Pavardė775 2 6 5 7 6 8 4 2 1 3 2 6 8 1 4
Vardas776 Pavardė776 8 0 3 3 6 6 7 5 10 9 8 7 8 8 10
Vardas777 Pavardė777 10 4 4 4 5 0 9 10 5 0 8 0 10 6 3
Vardas778 Pavardė778 9 8 5 4 9 2 7 5 9 9 7 10 10 3 10
Vardas779 Pavardė779 4 4 0 2 3 3 4 5 6 2 9 3 10 9 5
Vardas780 Pavardė780 1 10 0 10 0 10 1 2 7 3 6 10 2 7 7
Vardas781 Pavardė781 7 0 8 10 9 0 10 4 6 7 10 9 3 2 10
Vardas782 Pavardė782 6 5 4 7 1 6 4 9 9 3 9 2 2 1 9
Vardas783 Pavardė783 10 8 4 9 3 2 10 1 1 2 9 3 1 1 5
Vardas784 Pavardė784 1 5 8 4 3 10 7 10 5 8 10 0 0 4 2
Vardas785 Pavardė785 10 1 2 0 0 2 10 9 2 10 2 0 1 7 0
Vardas786 Pavardė786 10 4 5 5 4 1 3 7 10 8 8 8 1 6 0
Vardas787 Pavardė787 7 8 9 6 1 10 6 5 0 4 5 7 8 1 1
Vardas788 Pavardė788 7 6 8 7 2 4 9 3 9 6 2 5 6 1 2
Vardas789 Pavardė789 5 10 6 7 9 3 8 2 7 10 9 7 8 3 0
Vardas790 Pavardė790 7 0 10 2 4 6 1 9 9 1 7 8 1 2 6
Vardas791 Pavardė791 6 9 2 0 0 7 4 2 5 4 3 3 5 10 0
Vardas792 Pavardė792 0 10 10 10 10 6 0 9 7 1 10 3 8 5 6
Vardas793 Pavardė793 5 7 0 9 6 10 0 5 7 8 10 1 7 2 0
Vardas794 Pavardė794 0 8 5 7 1 0 9 9 6 1 2 3 7 0 5
Vardas795 Pavardė795 3 2 6 1 10 8 2 1 0 0 4 6 4 10 9
Vardas796 Pavardė796 0 3 2 7 3 8 3 5 6 4 1 3 5 2 7
Vardas797 Pavardė797 8 10 5 10 1 2 1 4 0 0 0 10 9 2 1
Vardas798 Pavardė798 1 10 7 9 2 7 6 1 8 10 8 1 6 10 2
Vardas799 Pavardė799 2 2 3 0 0 1 7 5 3 1 10 5 2 0 0
Vardas800 Pavardė800 10 9 5 5 10 4 0 7 3 10 3 7 4 8 0
Vardas801 Pavardė801 2 7 4 10 4 5 9 9 2 8 1 7 0 0 0
Vardas802 Pavardė802 8 5 8 8 3 9 4 1 6 7 0 8 3 3 8
Vardas803 Pavardė803 3 0 1 1 8 2 4 4 10 5 3 9 2 6 2
Vardas804 Pavardė804 2 3 0 1 3 3 9 5 1 4 8 9 3 5 6
Vardas805 Pavardė805 6 6 0 9 1 0 2 4 10 0 8 9 0 3 8
Vardas806 Pavardė806 3 0 10 4 0 8 10 2 8 1 10 2 4 4 0
Vardas807 Pavardė807 5 1 1 1 5 0 0 3 4 8 7 0 8 2 4
Vardas808 Pavardė808 3 1 3 5 2 8 8 8 9 7 2 3 5 4 3
Vardas809 Pavardė809 8 1 1 0 0 8 8 6 3 9 1 10 2 10 4
Vardas810 Pavardė810 5 4 7 10 1 2 5 4 6 10 9 2 6 1 3
Vardas811 Pavardė811 7 1 1 0 7 2 0 3 1 10 5 9 3 10 6
Vardas812 Pavardė812 9 7 8 3 2 6 1 6 0 4 0 7 5 5 1
Vardas813 Pavardė813 0 2 9 10 3 0 0 5 3 4 3 3 1 8 8
Vardas814 Pavardė814 2 7 8 8 0 5 0 3 7 3 8 6 4 3 1
Vardas815 Pavardė815 8 2 6 0 1 2 5 10 1 8 9 3 2 10 5
Vardas816 Pavardė816 2 2 8 5 2 4 3 3 4 0 2 9 5 7 4
Vardas817 Pavardė817 3 7 7 9 4 3 9 8 8 9 8 9 10 1 4
Vardas818 Pavardė818 10 9 0 8 1 2 7 3 2 2 0 9 10 3 5
Vardas819 Pavardė819 1 2 9 9 8 3 8 3 2 10 6 6 3 6 1
Vardas820 Pavardė820 6 2 6 6 3 10 1 0 2 1 1 8 5 1 2
Vardas821 Pavardė821 2 9 3 5 0 1 6 9 1 9 0 9 1 8 5
Vardas822 Pavardė822 8 5 2 1 9 9 3 7 3 3 6 10 4 9 9
Vardas823 Pavardė823 10 2 8 6 5 3 1 7 5 5 8 6 0 6 0
Vardas824 Pavardė824 10 1 1 9 2 1 10 4 7 1 4 3 2 3 2
Vardas825 Pavardė825 9 1 2 4 0 1 7 2 2 2 2 5 0 10 2
Vardas826 Pavardė826 2 8 7 8 3 6 4 3 7 6 0 0 6 8 5
Vardas827 Pavardė827 1 1 0 0 6 7 1 8 8 2 0 6 3 7 6
Vardas828 Pavardė828 0 8 9 1 3 0 1 5 7 4 5 3 2 10 1
Vardas829 Pavardė829 2 2 3 1 10 10 0 5 2 6 6 10 7 9 2
Vardas830 Pavardė830 1 0 7 1 1 6 9 10 1 5 1 1 10 2 6
Vardas831 Pavardė831 4 9 2 0 7 7 1 9 6 7 7 3 9 3 0
Vardas832 Pavardė832 3 8 0 2 3 4 6 4 10 9 9 2 9 1 3
Vardas833 Pavardė833 2 6 10 7 8 4 8 10 2 8 8 5 0 2 6
Vardas834 Pavardė834 7 6 3 2 3 9 1 8 7 0 0 5 1 8 9
Vardas835 Pavardė835 5 3 2 5 4 7 6 5 1 0 9 10 7 0 7
Vardas836 Pavardė836 7 5 0 1 9 3 7 10 1 10 6 0 2 10 4
Vardas837 Pavardė837 3 5 7 0 5 5 1 9 7 1 9 10 1 10 3
Vardas838 Pavardė838 4 4 4 4 8 6 6 9 2 3 1 7 10 0 5
Vardas839 Pavardė839 6 1 10 0 5 0 8 5 7 10 1 6 2 1 7
Vardas840 Pavardė840 5 4 5 9 0 5 8 9 9 2 9 4 5 5 10
Vardas841 Pavardė841 7 3 1 9 9 5 0 5 8 6 1 9 1 5 2
Vardas842 Pavardė842 3 7 5 9 3 8 0 4 3 9 10 0 4 2 1
Vardas843 Pavardė843 10 10 9 1 8 1 5 4 9 0 5 5 7 4 9
Vardas844 Pavardė844 6 6 9 1 1 10 9 0 1 10 0 0 4 2 6
Vardas845 Pavardė845 1 1 0 2 4 8 9 1 4 2 7 5 6 8 9
Vardas846 Pavardė846 6 9 6 0 5 4 8 1 10 9 3 5 5 2 0
Vardas847 Pavardė847 2 3 5 10 10 0 6 1 4 6 0 2 10 5 4
Vardas848 Pavardė848 5 0 9 4 0 0 4 7 0 6 6 1 9 4 1
Vardas849 Pavardė849 1 0 6 2 10 8 7 6 1 6 1 6 9 10 8
Vardas850 Pavardė850 10 9 7 2 1 0 10 10 3 4 7 5 4 2 2
Vardas851 Pavardė851 10 3 9 6 3 0 9 8 10 2 5 3 9 7 9
Vardas852 Pavardė852 1 3 3 2 7 2 1 4 2 0 6 10 8 5 6
Vardas853 Pavardė853 1 1 0 6 2 10 10 6 10 5 3 7 8 2 2
Vardas854 Pavardė854 0 8 10 4 5 6 0 0 4 3 4 2 5 1 7
Vardas855 Pavardė855 6 6 6 2 7 3 6 1 9 5 0 5 3 5 5
Vardas856 Pavardė856 0 5 0 6 4 2 8 9 7 0 8 5 8 5 5
Vardas857 Pavardė857 4 7 1 3 8 9 5 8 7 8 4 2 1 9 2
Vardas858 Pavardė858 5 0 8 0 9 2 3 0 0 10 5 0 7 10 3
Vardas859 Pavardė859 5 10 7 7 8 5 4 1 0 2 3 1 9 5 10
Vardas860 Pavardė860 4 2 0 0 9 9 7 8 0 5 7 10 8 10 7
Vardas861 Pavardė861 6 10 7 0 7 4 6 10 1 8 8 2 6 6 9
Vardas862 Pavardė862 9 7 9 3 9 1 8 0 8 5 6 9 4 2 10
Vardas863 Pavardė863 1 6 4 8 7 2 5 0 9 1 5 4 9 8 1
Vardas864 Pavardė864 5 6 9 4 3 2 1 1 3 1 2 8 0 2 4
Vardas865 Pavardė865 7 8 5 7 9 3 8 4 0 9 2 7 7 0 5
Vardas866 Pavardė866 2 3 9 4 0 5 0 7 7 7 3 10 2 8 7
Vardas867 Pavardė867 9 3 0 10 0 6 2 2 10 1 7 7 10 3 3
Vardas868 Pavardė868 8 6 6 0 5 0 9 2 7 2 7 10 0 9 8
Vardas869 Pavardė869 1 1 4 6 6 7 1 7 7 2 0 2 4 0 2
Vardas870 Pavardė870 6 7 2 8 3 9 8 7 6 9 7 2 7 8 9
Vardas871 Pavardė871 3 10 4 2 6 6 0 4 8 3 8 5 0 2 8
Vardas872 Pavardė872 10 10 0 7 7 9 2 8 10 8 9 1 1 10 9
Vardas873 Pavardė873 5 4 2 8 3 8 0 6 8 4 8 10 1 2 4
Vardas874 Pavardė874 10 10 9 0 2 7 4 3 8 7 10 0 10 6 1
Vardas875 Pavardė875 2 10 1 4 0 4 6 1 0 1 9 8 9 1 4
Vardas876 Pavardė876 1 8 6 8 0 0 4 10 1 3 7 7 3 7 2
Vardas877 Pavardė877 10 1 1 8 1 1 0 5 0 6 9 2 8 1 7
Vardas878 Pavardė878 9 4 6 3 1 4 1 7 4 10 3 0 2 7 5
Vardas879 Pavardė879 0 10 10 5 5 10 9 7 3 3 8 10 7 5 9
Vardas880 Pavardė880 0 5 7 9 10 3 7 1 10 0 2 0 3 6 2
Vardas881 Pavardė881 3 5 1 4 6 4 7 7 10 6 1 6 6 9 2
Vardas882 Pavardė882 10 8 6 6 8 7 0 8 0 2 9 6 6 10 1
Vardas883 Pavardė883 8 9 5 10 10 9 9 4 3 1 8 6 2 0 7
Vardas884 Pavardė884 6 5 9 10 7 1 4 1 6 4 5 0 10 1 6
Vardas885 Pavardė885 2 2 2 9 10 6 1 8 8 2 5 5 2 5 3
Vardas886 Pavardė886 8 5 4 8 2 3 10 0 8 1 8 10 5 1 9
Vardas887 Pavardė887 8 8 9 2 5 4 10 4 5 10 5 9 5 9 8
Vardas888 Pavardė888 7 0 5 2 8 8 6 5 8 10 10 0 8 1 5
Vardas889 Pavardė889 8 3 1 2 5 2 10 0 3 7 2 8 4 5 1
Vardas890 Pavardė890 4 8 2 8 10 2 3 8 7 6 1 7 2 0 4
Vardas891 Pavardė891 0 8 2 3 10 3 3 0 8 0 6 7 9 3 8
Vardas892 Pavardė892 6 3 3 8 9 7 9 0 3 10 10 3 7 5 6
Vardas893 Pavardė893 7 1 1 6 7 9 4 4 2 1 1 8 7 10 2
Vardas894 Pavardė894 7 1 6 6 5 0 4 1 1 4 6 0 0 10 0
Vardas895 Pavardė895 9 3 4 2 4 5 5 7 10 5 5 10 9 3 3
Vardas896 Pavardė896 5 7 10 10 5 6 1 8 9 7 1 9 7 0 3
Vardas897 Pavardė897 6 3 8 2 9 5 7 4 1 2 5 8 3 5 6
Vardas898 Pavardė898 3 7 3 7 1 10 2 5 0 1 5 3 8 4 2
Vardas899 Pavardė899 6 4 7 7 4 4 7 9 8 10 1 4 3 4 10
Vardas900 Pavardė900 3 2 6 6 8 2 2 9 2 5 5 4 7 6 6
Vardas901 Pavardė901 7 1 2 8 3 3 5 0 7 4 3 9 2 1 9
Vardas902 Pavardė902 5 10 10 9 7 5 2 6 2 5 8 8 10 2 1
Vardas903 Pavardė903 2 0 8 1 4 9 3 0 7 8 8 4 8 8 9
Vardas904 Pavardė904 8 0 2 8 6 10 4 4 5 2 0 8 8 10 8
Vardas905 Pavardė905 9 9 1 10 9 9 1 9 10 6 6 8 8 7 3
Vardas906 Pavardė906 5 2 0 1 5 0 1 7 2 10 4 1 6 8 10
Vardas907 Pavardė907 10 5 2 8 9 7 10 6 6 5 0 0 5 7 0
Vardas908 Pavardė908 7 2 3 0 3 8 3 7 0 8 10 2 2 8 8
Vardas909 Pavardė909 6 8 3 3 9 3 0 7 5 1 5 9 0 6 7
Vardas910 Pavardė910 6 6 9 4 2 5 9 7 7 2 7 3 10 2 2
Vardas911 Pavardė911 6 5 4 2 3 7 7 0 10 6 6 2 8 2 2
Vardas912 Pavardė912 9 3 3 5 10 6 4 5 6 3 7 7 2 9 0
Vardas913 Pavardė913 1 0 6 5 5 2 2 6 4 8 9 7 10 4 10
Vardas914 Pavardė914 0 2 3 10 5 4 8 6 6 4 10 2 1 1 1
Vardas915 Pavardė915 8 3 0 6 2 4 3 3 2 7 4 4 5 3 0
Vardas916 Pavardė916 5 4 4 2 1 7 0 7 8 8 1 4 7 3 8
Vardas917 Pavardė917 5 2 6 6 4 8 10 3 3 8 0 9 4 1 2
Vardas918 Pavardė918 1 3 5 3 5 1 2 9 7 8 0 6 6 0 4
Vardas919 Pavardė919 10 7 1 3 4 1 5 9 10 7 2 6 7 6 9
Vardas920 Pavardė920 4 3 1 9 9 0 8 4 1 0 1 4 4 1 2
Vardas921 Pavardė921 6 3 9 5 2 7 2 6 0 2 6 3 6 5 7
Vardas922 Pavardė922 7 8 10 7 9 2 0 3 9 2 3 5 9 1 5
Vardas923 Pavardė923 7 7 9 4 8 1 2 7 10 10 5 8 4 8 1
Vardas924 Pavardė924 9 4 5 9 5 4 4 4 10 10 5 0 7 3 8
Vardas925 Pavardė925 0 5 8 0 3 6 2 4 5 9 3 0 7 0 6
Vardas926 Pavardė926 8 9 10 1 0 2 2 0 2 5 1 7 2 3 0
Vardas927 Pavardė927 5 4 8 6 4 9 0 0 9 10 7 1 9 7 1
Vardas928 Pavardė928 7 5 10 6 5 2 6 8 5 5 4 5 1 0 5
Vardas929 Pavardė929 6 8 9 2 6 3 0 3 4 1 6 3 4 2 10
Vardas930 Pavardė930 6 0 6 8 8 5 1 5 8 10 6 8 2 7 1
Vardas931 Pavardė931 1 1 6 4 9 10 4 2 0 8 9 7 0 5 3
Vardas932 Pavardė932 8 0 6 2 5 5 8 6 1 9 10 7 6 6 7
Vardas933 Pavardė933 3 10 3 2 3 4 2 10 6 5 7 1 1 2 6
Vardas934 Pavardė934 9 6 0 9 4 8 1 1 5 3 6 9 9 7 0
Vardas935 Pavardė935 8 10 9 0 5 5 2 9 2 10 2 10 1 0 6
Vardas936 Pavardė936 2 4 2 9 9 6 9 9 6 5 5 8 2 2 7
Vardas937 Pavardė937 10 5 5 2 7 10 6 1 5 7 0 0 8 2 2
Vardas938 Pavardė938 4 2 5 10 10 1 9 0 4 8 0 6 0 6 6
Vardas939 Pavardė939 3 10 4 1 3 4 4 6 2 10 1 3 6 9 9
Vardas940 Pavardė940 6 9 5 6 10 9 7 7 5 7 8 9 9 10 7
Vardas941 Pavardė941 3 6 0 9 3 8 2 7 6 6 1 9 6 3 10
Vardas942 Pavardė942 9 8 1 7 3 10 0 4 10 7 9 1 4 6 7
Vardas943 Pavardė943 2 7 3 4 7 1 9 10 4 9 3 5 4 6 6
Vardas944 Pavardė944 3 7 4 4 7 0 0 10 0 8 2 4 7 5 2
Vardas945 Pavardė945 4 5 9 5 6 6 2 6 3 10 5 1 1 5 6
Vardas946 Pavardė946 1 9 4 4 6 4 6 3 5 1 6 8 10 4 6
Vardas947 Pavardė947 2 4 1 3 10 2 7 3 2 10 1 10 5 1 1
Vardas948 Pavardė948 4 6 10 7 9 4 10 7 1 8 0 4 8 7 5
Vardas949 Pavardė949 0 9 0 7 1 5 4 5 7 9 3 2 10 4 4
Vardas950 Pavardė950 0 3 10 3 0 7 10 0 6 2 2 2 4 0 3
Vardas951 Pavardė951 9 2 10 3 10 4 8 5 7 3 4 10 10 8 10
Vardas952 Pavardė952 1 1 6 8 4 5 0 3 4 4 10 9 4 7 7
Vardas953 Pavardė953 6 10 0 7 7 7 6 1 4 1 9 10 1 10 4
Vardas954 Pavardė954 6 4 10 7 7 10 8 9 7 5 0 4 1 0 1
Vardas955 Pavardė955 8 6 5 9 4 9 3 5 3 0 6 3 1 6 0
Vardas956 Pavardė956 2 7 10 6 1 1 0 10 8 9 5 8 9 8 2
Vardas957 Pavardė957 7 4 9 4 2 0 4 5 5 8 8 9 10 2 6
Vardas958 Pavardė958 5 2 7 10 9 7 9 3 6 3 0 7 1 4 3
Vardas959 Pavardė959 2 4 2 1 7 5 8 4 0 4 2 4 1 7 10
Vardas960 Pavardė960 3 8 7 0 8 9 7 4 9 1 10 5 8 5 2
Vardas961 Pavardė961 0 8 1 9 2 6 2 0 4 1 2 1 5 10 3
Vardas962 Pavardė962 10 8 3 4 2 2 0 1 2 1 10 10 8 2 8
Vardas963 Pavardė963 4 3 10 1 9 7 0 2 7 6 5 5 8 6 7
Vardas964 Pavardė964 7 3 9 0 8 0 3 0 6 2 7 9 0 6 10
Vardas965 Pavardė965 0 8 1 9 2 1 4 9 1 10 8 1 7 3 2
Vardas966 Pavardė966 3 10 5 9 8 8 10 10 10 4 2 4 9 9 4
Vardas967 Pavardė967 10 10 7 0 2 6 4 1 10 3 5 3 4 3 2
Vardas968 Pavardė968 5 0 0 5 3 6 9 0 0 2 10 8 3 10 10
